code,name,gender,medal_type,medal_code,country,country_code,nationality,discipline,event,event_type,birth_date
,TEBOGO Letsile,Male,Silver Medal,2,Botswana,BOT,Botswana,Athletics,Men's 4 x 400m Relay,TEAM,07-06-2003
,DOBSON Charles,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Men's 4 x 400m Relay,TEAM,20-10-1999
,HARRIES Toby,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Men's 4 x 400m Relay,TEAM,30-09-1998
,HAYDOCK-WILSON Alex,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Men's 4 x 400m Relay,TEAM,28-07-1999
,HUDSON-SMITH Matthew,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Men's 4 x 400m Relay,TEAM,26-10-1994
,REARDON Samuel,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Men's 4 x 400m Relay,TEAM,30-10-2003
,,,Bronze Medal,3,,,,Athletics,Men's 4 x 400m Relay,TEAM,
,BROWN Kaylyn,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 4 x 400m Relay,TEAM,31-12-2004
,BUTLER Aaliyah,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 4 x 400m Relay,TEAM,05-11-2003
,ELLIS Kendall,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 4 x 400m Relay,TEAM,08-03-1996
,HAYES Quanera,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 4 x 400m Relay,TEAM,07-03-1992
,HOLMES Alexis,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 4 x 400m Relay,TEAM,28-01-2000
,LITTLE Shamier,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 4 x 400m Relay,TEAM,20-03-1995
,de WITTE Lisanne,Female,Silver Medal,2,Netherlands,NED,Netherlands,Athletics,Women's 4 x 400m Relay,TEAM,10-09-1992
,KLAVER Lieke,Female,Silver Medal,2,Netherlands,NED,Netherlands,Athletics,Women's 4 x 400m Relay,TEAM,20-08-1998
,SAALBERG Eveline,Female,Silver Medal,2,Netherlands,NED,Netherlands,Athletics,Women's 4 x 400m Relay,TEAM,30-07-1998
,van de WIEL Anne,Female,Silver Medal,2,Netherlands,NED,Netherlands,Athletics,Women's 4 x 400m Relay,TEAM,04-06-1997
,van der SCHOOT Myrte,Female,Silver Medal,2,Netherlands,NED,Netherlands,Athletics,Women's 4 x 400m Relay,TEAM,16-04-2004
,ANNING Amber,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,18-11-2000
,JOHN Yemi Mary,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,03-05-2003
,KELLY Hannah,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,20-12-2000
,NIELSEN Laviai,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,13-03-1996
,NIELSEN Lina,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,13-03-1996
,OHURUOGU Victoria,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,28-02-1993
,WILLIAMS Jodie,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,28-09-1993
,YEARGIN Nicole,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,Women's 4 x 400m Relay,TEAM,11-08-1997
,CURRY Stephen,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,14-03-1988
,EDWARDS Anthony,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,05-08-2001
,JAMES LeBron,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,30-12-1984
,DURANT Kevin,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,29-09-1988
,WHITE Derrick,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,02-07-1994
,HALIBURTON Tyrese,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,29-02-2000
,TATUM Jayson,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,03-03-1998
,EMBIID Joel,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,16-03-1994
,HOLIDAY Jrue,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,12-06-1990
,ADEBAYO Bam,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,18-07-1997
,DAVIS Anthony,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,11-03-1993
,BOOKER Devin,Male,Gold Medal,1,United States,USA,United States,Basketball,Men,HTEAM,30-10-1996
,NTILIKINA Frank,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,28-07-1998
,BATUM Nicolas,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,14-12-1988
,ALBICY Andrew,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,21-03-1990
,YABUSELE Guerschon,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,17-12-1995
,CORDINIER Isaia,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,28-11-1996
,FOURNIER Evan,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,29-10-1992
,de COLO Nando,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,23-06-1987
,LESSORT Mathias,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,29-09-1995
,GOBERT Rudy,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,26-06-1992
,WEMBANYAMA Victor,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,04-01-2004
,STRAZEL Matthew,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,05-08-2002
,COULIBALY Bilal,Male,Silver Medal,2,France,FRA,France,Basketball,Men,HTEAM,26-07-2004
,PLAVSIC Uros,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,22-12-1998
,PETRUSEV Fili,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,15-04-2000
,JOVIC Nikola,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,09-06-2003
,BOGDANOVIC Bogdan,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,18-08-1992
,MARINKOVIC Vanja,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,09-01-1997
,DOBRIC Ognjen,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,27-10-1994
,JOKIC Nikola,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,19-02-1995
,MICIC Vasilije,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,13-01-1994
,GUDURIC Marko,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,08-03-1995
,DAVIDOVAC Dejan,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,17-01-1995
,AVRAMOVIC Aleksa,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,25-10-1994
,MILUTINOV Nikola,Male,Bronze Medal,3,Serbia,SRB,Serbia,Basketball,Men,HTEAM,30-12-1994
,AHMAN David,Male,Gold Medal,1,Sweden,SWE,Sweden,Beach Volleyball,Men,HTEAM,20-12-2001
,HELLVIG Jonatan,Male,Gold Medal,1,Sweden,SWE,Sweden,Beach Volleyball,Men,HTEAM,05-10-2001
,EHLERS Nils,Male,Silver Medal,2,Germany,GER,Germany,Beach Volleyball,Men,HTEAM,04-02-1994
,WICKLER Clemens,Male,Silver Medal,2,Germany,GER,Germany,Beach Volleyball,Men,HTEAM,28-04-1995
,MOL Anders Berntsen,Male,Bronze Medal,3,Norway,NOR,Norway,Beach Volleyball,Men,HTEAM,02-07-1997
,SOERUM Christian Sandlie,Male,Bronze Medal,3,Norway,NOR,Norway,Beach Volleyball,Men,HTEAM,03-12-1995
,LEITAO Iuri,Male,Gold Medal,1,Portugal,POR,Portugal,Cycling Track,Men's Madison,TEAM,03-07-1998
,OLIVEIRA Rui,Male,Gold Medal,1,Portugal,POR,Portugal,Cycling Track,Men's Madison,TEAM,05-09-1996
,CONSONNI Simone,Male,Silver Medal,2,Italy,ITA,Italy,Cycling Track,Men's Madison,TEAM,12-09-1994
,VIVIANI Elia,Male,Silver Medal,2,Italy,ITA,Italy,Cycling Track,Men's Madison,TEAM,07-02-1989
,LARSEN Niklas,Male,Bronze Medal,3,Denmark,DEN,Denmark,Cycling Track,Men's Madison,TEAM,22-03-1997
,MOERKOEV Michael,Male,Bronze Medal,3,Denmark,DEN,Denmark,Cycling Track,Men's Madison,TEAM,30-04-1985
,NAEHER Alyssa,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,20-04-1988
,FOX Emily,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,05-07-1998
,ALBERT Korbin,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,13-10-2003
,GIRMA Naomi,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,14-06-2000
,RODMAN Trinity,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,20-05-2002
,KRUEGER Casey,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,23-08-1990
,DUNN Crystal,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,03-07-1992
,WILLIAMS Lynn,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,21-05-1993
,SWANSON Mallory,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,29-04-1998
,HORAN Lindsey,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,26-05-1994
,SMITH Sophia,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,10-08-2000
,DAVIDSON Tierna,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,19-09-1998
,NIGHSWONGER Jenna,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,28-11-2000
,SONNETT Emily,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,25-11-1993
,SHAW Jaedyn,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,20-11-2004
,LAVELLE Rose,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,14-05-1995
,COFFEY Samantha,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,31-12-1998
,MURPHY Casey,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,25-04-1996
,BETHUNE Croix,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,14-03-2001
,SAMS Emily,Female,Gold Medal,1,United States,USA,United States,Football,Women,HTEAM,01-07-1999
,LORENA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,06-05-1997
,ANTONIA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,26-04-1994
,TARCIANE,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,27-05-2003
,RAFAELLE,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,18-06-1991
,DUDA SAMPAIO,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,18-05-2001
,TAMIRES,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,10-10-1987
,KEROLIN,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,17-11-1999
,VITORIA YAYA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,23-01-2002
,ADRIANA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,17-11-1996
,MARTA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,19-02-1986
,JHENIFFER,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,06-11-2001
,TAINA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,01-05-1995
,YASMIM,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,28-10-1996
,LUDMILA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,01-12-1994
,THAIS,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,01-05-1996
,GABI NUNES,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,10-03-1997
,ANA VITORIA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,06-03-2000
,GABI PORTILHO,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,18-07-1995
,PRISCILA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,22-08-2004
,ANGELINA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,26-01-2000
,LAUREN,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,13-09-2002
,LUCIANA,Female,Silver Medal,2,Brazil,BRA,Brazil,Football,Women,HTEAM,24-07-1987
,KRISTIANSEN Veronica,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,10-07-1990
,AARDAHL Maren,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,02-03-1994
,SKOGRAND Stine,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,03-03-1993
,MOERK Nora,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,05-04-1991
,OFTEDAL Stine Bredal,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,25-09-1991
,SOLBERG-OESTHASSEL Silje,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,16-06-1990
,BRATTSET DALE Kari,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,15-02-1991
,BREISTOEL Kristine,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,23-08-1993
,INGSTAD Vilde,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,18-12-1994
,LUNDE Katrine,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,30-03-1980
,JACOBSEN Marit,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,25-02-1994
,HERREM Camilla,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,08-10-1986
,SOLBERG-ISAKSEN Sanna,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,16-06-1990
,REISTAD Henny,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,09-02-1999
,RUSHFELDT DEILA Thale,Female,Gold Medal,1,Norway,NOR,Norway,Handball,Women,HTEAM,15-01-2000
,GLAUSER Laura,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,20-08-1993
,NOCANDY Meline,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,25-02-1998
,TOUBLANC Alicia,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,03-05-1996
,VALENTINI Chloe,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,19-04-1995
,LASSOURCE Coralie,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,01-09-1992
,ZAADI DEUNA Grace,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,07-07-1993
,DARLEUX MINGAM Cleopatre,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,01-07-1989
,FLIPPES Laura,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,13-12-1994
,KANOR Orlane,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,16-06-1997
,HORACEK Tamara,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,05-11-1995
,FOPPA Pauletta,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,22-12-2000
,NZE MINKO Estelle,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,11-08-1991
,ONDONO Onacia,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,14-04-1996
,GRANIER Lucie,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,11-06-1999
,BOUKTIT Sarah,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,27-08-2002
,GRANDVEAU Lena,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,21-01-2003
,SAKO Hatadou,Female,Silver Medal,2,France,FRA,France,Handball,Women,HTEAM,21-10-1995
,TOFT Sandra,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,18-10-1989
,AABERG IVERSEN Sarah,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,10-04-1990
,ELVER Helena,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,01-03-1998
,HANSEN Anne Mette,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,25-08-1994
,HEINDAHL Kathrine,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,26-03-1992
,HAUGSTED Line,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,11-11-1994
,REINHARDT Althea,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,01-09-1996
,TRANBORG Mette,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,01-01-1996
,JOERGENSEN Kristina,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,17-01-1998
,OESTERGAARD Trine,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,17-10-1991
,VINTER BURGAARD Louise,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,17-10-1992
,HOEJLUND Mie,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,24-10-1997
,FRIIS Emma,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,31-10-1999
,IVERSEN Rikke,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,18-05-1993
,MOELLER Michala,Female,Bronze Medal,3,Denmark,DEN,Denmark,Handball,Women,HTEAM,16-02-2000
,CHEN Meng,Female,Gold Medal,1,China,CHN,China,Table Tennis,Women's Team,HTEAM,15-01-1994
,SUN Yingsha,Female,Gold Medal,1,China,CHN,China,Table Tennis,Women's Team,HTEAM,04-11-2000
,WANG Manyu,Female,Gold Medal,1,China,CHN,China,Table Tennis,Women's Team,HTEAM,09-02-1999
,HAYATA Hina,Female,Silver Medal,2,Japan,JPN,Japan,Table Tennis,Women's Team,HTEAM,07-07-2000
,HARIMOTO Miwa,Female,Silver Medal,2,Japan,JPN,Japan,Table Tennis,Women's Team,HTEAM,16-06-2008
,HIRANO Miu,Female,Silver Medal,2,Japan,JPN,Japan,Table Tennis,Women's Team,HTEAM,14-04-2000
,SHIN Yubin,Female,Bronze Medal,3,Korea,KOR,Korea,Table Tennis,Women's Team,HTEAM,05-07-2004
,JEON Jihee,Female,Bronze Medal,3,Korea,KOR,Korea,Table Tennis,Women's Team,HTEAM,28-10-1992
,LEE Eunhye,Female,Bronze Medal,3,Korea,KOR,Korea,Table Tennis,Women's Team,HTEAM,02-05-1995
,GREBENNIKOV Jenia,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,13-08-1990
,CHINENYEZE Barthelemy,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,28-02-1998
,JOUFFROY Quentin,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,05-07-1993
,le GOFF Nicolas,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,15-02-1992
,FAURE Theo,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,12-10-1999
,PATRY Jean,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,27-12-1996
,BRIZARD Antoine,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,22-05-1994
,TONIUTTI Benjamin,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,30-10-1989
,CLEVENOT Trevor,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,28-06-1994
,LOUATI Yacine,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,04-03-1992
,NGAPETH Earvin,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,12-02-1991
,TILLIE Kevin,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,02-11-1990
,CARLE Timothee,Male,Gold Medal,1,France,FRA,France,Volleyball,Men,HTEAM,30-11-1995
,KACZMAREK Lukasz,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,29-06-1994
,KUREK Bartosz,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,29-08-1988
,LEON VENERO Wilfredo,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,31-07-1993
,SLIWKA Aleksander,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,24-05-1995
,LOMACZ Grzegorz,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,01-10-1987
,KOCHANOWSKI Jakub,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,17-07-1997
,SEMENIUK Kamil,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,16-07-1996
,ZATORSKI Pawel,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,21-06-1990
,JANUSZ Marcin,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,31-07-1994
,BIENIEK Mateusz,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,05-04-1994
,FORNAL Tomasz,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,31-08-1997
,HUBER Norbert,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,14-08-1998
,BOLADZ Bartlomiej,Male,Silver Medal,2,Poland,POL,Poland,Volleyball,Men,HTEAM,28-09-1994
,DUARTE ALECRIM Diana,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,22-02-1999
,ALEXANDRE COSTA NUNES Nyeme Victor,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,11-10-1998
,SILVA CARNEIRO Macris Fernanda,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,03-03-1989
,DAHER de MENEZES Thaisa,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,15-05-1987
,MONTIBELLER Rosamaria,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,09-04-1994
,RATZKE Roberta Silva,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,28-04-1990
,BRAGA GUIMARAES Gabriela,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,19-05-1994
,MENEZES OLIVEIRA de SOUZA Ana Cris,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,07-04-2004
,da SILVA Ana Carolina,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,08-04-1991
,BERGMANN Julia Isabelle,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,21-02-2001
,LEMES SANTOS Tainara,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,09-03-2000
,GERALDO TEIXEIRA Lorenne,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,08-01-1996
,ARAUJO Natalia,Female,Bronze Medal,3,Brazil,BRA,Brazil,Volleyball,Women,HTEAM,10-04-1997
,ESTER RAMOS Laura,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,22-01-1990
,PIRALKOVA COELLO Isabel,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,23-06-2005
,ESPAR LLAQUET Anni,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,08-01-1993
,ORTIZ Bea,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,21-06-1995
,PEREZ VIVAS Nona,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,10-04-2003
,CRESPI BARRIGA Paula,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,07-04-1998
,RUIZ BARRIL Elena,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,29-10-2004
,PENA Pili,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,04-04-1986
,FORCA ARIZA Judith,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,07-06-1996
,CAMUS Paula,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,12-02-2002
,GARCIA GODOY Maica,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,17-10-1990
,LEITON ARRONES Paula,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,27-04-2000
,TERRE Martina,Female,Gold Medal,1,Spain,ESP,Spain,Water Polo,Women,HTEAM,28-08-2002
,PALM Gabriella,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,20-05-1998
,GOFERS Keesja,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,16-03-1990
,ARMIT Elle,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,20-08-1991
,HALLIGAN Bronte,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,12-08-1996
,GREEN Sienna,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,01-11-2004
,ANDREWS Abby,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,28-11-2000
,ANDREWS Charlize,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,26-12-2001
,HEARN Sienna,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,16-07-2002
,ARANCINI Zoe,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,14-07-1991
,WILLIAMS Alice,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,24-12-1998
,KEARNS Tilly,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,02-10-2000
,JACKOVICH Danijela,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,04-11-1994
,LONGMAN Genevieve,Female,Silver Medal,2,Australia,AUS,Australia,Water Polo,Women,HTEAM,02-10-1995
,AARTS Laura,Female,Bronze Medal,3,Netherlands,NED,Netherlands,Water Polo,Women,HTEAM,10-08-1996
,WOLVES Iris,Female,Bronze Medal,3,Netherlands,NED,Netherlands,Water Polo,Women,HTEAM,09-05-1994
,SLEEKING Brigitte,Female,Bronze Medal,3,Netherlands,NED,Netherlands,Water Polo,Women,HTEAM,19-03-1998
